,name,post at,tweets,tweets_clean,topic_0,topic_1,topic_2,topic_3,topic_4
36,MinC900,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru
https://t.co/BIxtHsqWZ8",kepala bin bicara intelligent city ibu kota negara baru,0.04276005178689957,0.9134966731071472,0.01756933331489563,0.014230762608349323,0.011943175457417965
37,SafinaYulianti3,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru
https://t.co/3vLmWPgCWQ

Prokes Jangan Kendor",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.02963746339082718,0.9367148280143738,0.013514872640371323,0.010943449102342129,0.0
38,HSanggula,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru. Prokes Jangan Kendor
https://t.co/hjqnSDRLhM",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.029639843851327896,0.9367124438285828,0.013514872640371323,0.010943449102342129,0.0
39,Gladis_069,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru
Prokes Jangan Kendor
https://t.co/rWuXjcwb5U",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.029633864760398865,0.9367184638977051,0.013514872640371323,0.010943449102342129,0.0
40,arifudinnn48,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru. Prokes Jangan Kendor
https://t.co/tx0ykaIzTT",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.029648685827851295,0.936703622341156,0.013514872640371323,0.010943449102342129,0.0
41,imeldasanjaya1,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru. Prokes Jangan Kendor
https://t.co/HTFHKTbluo",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.029620157554745674,0.9367321729660034,0.013514872640371323,0.010943450964987278,0.0
42,farraz_frey,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru
Prokes Jangan Kendor
https://t.co/FMncBGPQTo",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.029618626460433006,0.9367337226867676,0.013514872640371323,0.010943450964987278,0.0
43,EntinKa54934158,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru
Prokes Jangan Kendor
https://t.co/IOgevxFz9L",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.029638027772307396,0.9367142915725708,0.013514872640371323,0.010943449102342129,0.0
44,utakalera,2022-03-03,"https://t.co/w7dl65u1iy

Prokes Jangan Kendor",prokes jangan kendor,0.08320953696966171,0.06044378876686096,0.04392332211136818,0.03553471341729164,0.7768886685371399
45,BotakPahlawan,2022-03-03,"Kalimantan Timur dinilai menjadi lokasi tepat untuk menjadi IBU KOTA NEGARA baru karena minimnya potensi bencana alam yg terjadi di sana
#iknbarunusantara #IKN https://t.co/biij4X7vsm",kalimantan timur dinilai menjadi lokasi tepat menjadi ibu kota negara baru minimnya potensi bencana alam terjadi sana iknbarunusantara ibu kota negara,0.9207296371459961,0.010528342798352242,0.0,0.05532921850681305,0.0
46,InfoPapua6,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru. Prokes Jangan Kendor
https://t.co/gt7E3ZmNiv",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.02964930236339569,0.9367029666900635,0.013514872640371323,0.010943449102342129,0.0
47,NkriBuzzer,2022-03-03,"6⃣0⃣⏬▶️Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru
Prokes Jangan Kendor
https://t.co/cIza7Gdy5e https://t.co/uTYPVezQov",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.029624415561556816,0.9367279410362244,0.013514870777726173,0.010943450033664703,0.0
48,RakyatJambi4,2022-03-03,"4⃣9⃣⏬▶️Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru
Prokes Jangan Kendor
https://t.co/1QH7OaqMhq https://t.co/65wmTYC2To",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.029627475887537003,0.936724841594696,0.013514872640371323,0.010943450964987278,0.0
49,JonBaratheon1,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru
https://t.co/I1fhBSxq0I
Prokes Jangan Kendor",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.029646024107933044,0.9367063045501709,0.013514870777726173,0.010943448171019554,0.0
50,NonaKartika4,2022-03-03,"Intelligent City di Ibu Kota Negara Baru, Prokes Jangan Kendor https://t.co/wdJ802U9FX",intelligent city ibu kota negara baru prokes jangan kendor,0.04265836998820305,0.9135913252830505,0.01756933331489563,0.014230762608349323,0.01195022463798523
51,P7Ang_JMB,2022-03-03,"3⃣8⃣⏬▶️Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru
Prokes Jangan Kendor
https://t.co/3AwM7IkvhT https://t.co/1F9xneVs4X",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.029629254713654518,0.9367230534553528,0.013514874503016472,0.010943451896309853,0.0
52,randi_marten,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru
Prokes Jangan Kendor
https://t.co/75imqX7CSm",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.02964048832654953,0.936711847782135,0.013514873571693897,0.010943450033664703,0.0
53,P7Ang_TBO,2022-03-03,"2⃣7⃣⏬▶️Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru
Prokes Jangan Kendor
https://t.co/lh50ZPK3xz https://t.co/kGhU8IpyCV",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.02963421493768692,0.9367181062698364,0.013514872640371323,0.010943449102342129,0.0
54,ArzanulA,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru
Prokes Jangan Kendor
https://t.co/fwhdAYhwkt",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.029633840546011925,0.9367184638977051,0.013514870777726173,0.010943448171019554,0.0
55,P7Ang_BTH,2022-03-03,"1⃣6⃣⏬▶️Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru
Prokes Jangan Kendor
https://t.co/t6uLGur5vd https://t.co/wiuIN2l1FE",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.029664646834135056,0.9366876482963562,0.013514873571693897,0.010943450033664703,0.0
56,P7Ang_3,2022-03-03,"5⃣⏬▶️Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru
Prokes Jangan Kendor
https://t.co/Se74BVMdl1 https://t.co/HAM8CRk8w3",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.029629237949848175,0.9367230534553528,0.013514873571693897,0.010943450964987278,0.0
57,ArifaNidya,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru, Prokes Jangan Kendor https://t.co/OOUsWVp61k",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.029642239212989807,0.9367101192474365,0.013514870777726173,0.010943448171019554,0.0
58,koa_waje,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru
https://t.co/HAYYMuBHOP
Prokes Jangan Kendor",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.02962683141231537,0.9367254972457886,0.013514872640371323,0.010943450964987278,0.0
59,AdrianSanjaya16,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru
Prokes Jangan Kendor
https://t.co/qM7CQnazaI",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.02962147817015648,0.9367308616638184,0.013514873571693897,0.010943450964987278,0.0
60,rangset01,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru

Prokes Jangan Kendor
https://t.co/1adOHwsSlg",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.029625022783875465,0.9367272853851318,0.013514870777726173,0.010943450033664703,0.0
61,RenataSumiati,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru
Prokes Jangan Kendor
https://t.co/iOuXRJ9RPD",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.02964768372476101,0.9367046356201172,0.013514873571693897,0.010943450033664703,0.0
62,JumadiLuki,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru
Prokes Jangan Kendor
https://t.co/3zkGF8lnVS",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.029632635414600372,0.9367197155952454,0.013514873571693897,0.010943450964987278,0.0
63,IndahPe40836519,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru

Prokes Jangan Kendor
https://t.co/lTAOI1eBGt",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.02962086908519268,0.9367314577102661,0.013514870777726173,0.010943450033664703,0.0
64,aguspras0912,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru

Prokes Jangan Kendor
https://t.co/4mPjBsGZ3A",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.029638564214110374,0.9367137551307678,0.013514872640371323,0.010943449102342129,0.0
65,RiyanFernanda4,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru
Prokes Jangan Kendor
https://t.co/Aw0VOiAr5L",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.02962166629731655,0.9367306232452393,0.013514873571693897,0.010943450964987278,0.0
66,LodinKonto,2022-03-03,"Prokes Jangan Kendor | Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru
https://t.co/P75wWStYTK",prokes jangan kendor kepala bin bicara intelligent city ibu kota negara baru,0.029629524797201157,0.9367227554321289,0.013514870777726173,0.010943450033664703,0.0
67,DandiHandoko,2022-03-03,Pembangunan Ibu Kota Negara yang baru merupakan bagian dari transformasi ekonomi yang akan bermanfaat bagi Indonesia. Prokes Jangan Kendor https://t.co/PVQFwkbRUe,pembangunan ibu kota negara baru merupakan bagian transformasi ekonomi bermanfaat indonesia prokes jangan kendor,0.2734456956386566,0.6973965764045715,0.011712998151779175,0.0,0.0
68,DandiHandoko,2022-03-03,Pembangunan Ibu Kota Negara yang baru merupakan bagian dari transformasi ekonomi yang akan bermanfaat bagi Indonesia. Prokes Jangan Kendor https://t.co/G7h5io6UJo,pembangunan ibu kota negara baru merupakan bagian transformasi ekonomi bermanfaat indonesia prokes jangan kendor,0.2734348475933075,0.6974074244499207,0.0117129972204566,0.0,0.0
69,DandiHandoko,2022-03-03,Pembangunan Ibu Kota Negara yang baru merupakan bagian dari transformasi ekonomi yang akan bermanfaat bagi Indonesia. Prokes Jangan Kendor https://t.co/4WDfR2l2mW,pembangunan ibu kota negara baru merupakan bagian transformasi ekonomi bermanfaat indonesia prokes jangan kendor,0.2734617292881012,0.697380542755127,0.011712998151779175,0.0,0.0
70,DandiHandoko,2022-03-03,Pembangunan Ibu Kota Negara yang baru merupakan bagian dari transformasi ekonomi yang akan bermanfaat bagi Indonesia. Prokes Jangan Kendor https://t.co/dNoNDXvcAz,pembangunan ibu kota negara baru merupakan bagian transformasi ekonomi bermanfaat indonesia prokes jangan kendor,0.27344709634780884,0.6973951458930969,0.011712998151779175,0.0,0.0
71,IndonesiaKita20,2022-03-03,"Dukung pemindahan ibu kota negara baru
Prokes Jangan Kendor https://t.co/uNhT68jdJu",dukung pemindahan ibu kota negara baru prokes jangan kendor,0.0397266261279583,0.023763779550790787,0.017569322139024734,0.014228046871721745,0.9047122597694397
72,arifset098,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru

Prokes Jangan Kendor
https://t.co/1d6NrOGm5E",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.029637150466442108,0.9367151260375977,0.013514872640371323,0.010943449102342129,0.0
73,IndonesiaKita20,2022-03-03,"Dukung pemindahan ibu kota negara baru
Prokes Jangan Kendor https://t.co/7vlBFFXkhf",dukung pemindahan ibu kota negara baru prokes jangan kendor,0.03969844430685043,0.023763738572597504,0.017569320276379585,0.01422804594039917,0.9047403931617737
74,IndonesiaKita20,2022-03-03,"Dukung pemindahan ibu kota negara baru
Prokes Jangan Kendor https://t.co/43mW4TkxVB",dukung pemindahan ibu kota negara baru prokes jangan kendor,0.03963710740208626,0.02376365475356579,0.017569322139024734,0.014228046871721745,0.9048019051551819
75,IndonesiaKita20,2022-03-03,"Dukung pemindahan ibu kota negara baru
Prokes Jangan Kendor https://t.co/M14ZPzmGjR",dukung pemindahan ibu kota negara baru prokes jangan kendor,0.03964215889573097,0.023763662204146385,0.017569322139024734,0.014228046871721745,0.904796838760376
76,IndonesiaKita20,2022-03-03,"Dukung pemindahan ibu kota negara baru
Prokes Jangan Kendor https://t.co/fypgFmlpGY",dukung pemindahan ibu kota negara baru prokes jangan kendor,0.03968898952007294,0.023763731122016907,0.017569322139024734,0.014228046871721745,0.9047499299049377
77,dikaand40384851,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru. Prokes Jangan Kendor
https://t.co/3MGPPB3Uqh",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.02963479422032833,0.9367175102233887,0.013514870777726173,0.010943448171019554,0.0
78,fajrin82682427,2022-03-03,"Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru. Prokes Jangan Kendor
https://t.co/A264w4KEKc",kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.029641691595315933,0.9367105960845947,0.013514872640371323,0.010943449102342129,0.0
79,EnjoRaih,2022-03-03,Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru.Prokes Jangan Kendor  https://t.co/R2aaBl9twr,kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.029626306146383286,0.9367259740829468,0.013514873571693897,0.010943450964987278,0.0
80,AraAraKmchi,2022-03-03,Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru.Prokes Jangan Kendor  https://t.co/R9qA52qnWN,kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.029635082930326462,0.9367172122001648,0.013514870777726173,0.010943448171019554,0.0
81,AndreRaharjo7,2022-03-03,Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru.Prokes Jangan Kendor  https://t.co/JIJ1WnazZH,kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.029627231881022453,0.9367250204086304,0.013514873571693897,0.010943450964987278,0.0
82,MiceSaka,2022-03-03,Kepala BIN Bicara Intelligent City di Ibu Kota Negara Baru.Prokes Jangan Kendor  https://t.co/5uUeBiXgRw,kepala bin bicara intelligent city ibu kota negara baru prokes jangan kendor,0.029624423012137413,0.9367279410362244,0.013514870777726173,0.010943450033664703,0.0
